order_number,quantity,price_per,order_line_num,sales,order_date,product_name,msrp,cust_name,address1,address2,city,state,zip_code,country,territory
12324,62,77.73,6,4819.26,4/3/2005,Vintage Cars,68,Tekni Collectables Inc.,7476 Moss Rd.,,Newark,NJ,94019,USA,NA
12325,26,61.22,7,1591.72,5/10/2005,Vintage Cars,68,L'ordine Souveniers,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
12326,31,100,16,3669.78,3/3/2003,Motorcycles,102,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
12327,25,86.74,3,2168.5,5/7/2003,Motorcycles,102,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
12328,30,89.8,17,2694,7/2/2003,Motorcycles,102,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12329,27,100,4,3251.34,8/25/2003,Motorcycles,102,Toys4GrownUps.com,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA
12330,23,100,12,2347.15,10/10/2003,Motorcycles,102,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
12331,34,100,12,3920.88,11/4/2003,Motorcycles,102,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
12332,22,100,7,2514.6,11/11/2003,Motorcycles,102,Daedalus Designs Imports,"184, chausse de Tournai",,Lille,,59000,France,EMEA
12333,42,85.72,4,3600.24,11/19/2003,Motorcycles,102,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12334,37,100,12,4040.03,1/15/2004,Motorcycles,102,Auto Canal Petit,"25, rue Lauriston",,Paris,,75016,France,EMEA
12335,30,100,5,3336.9,2/21/2004,Motorcycles,102,Daedalus Designs Imports,"184, chausse de Tournai",,Lille,,59000,France,EMEA
12336,27,100,5,3113.64,4/5/2004,Motorcycles,102,Vitachrome Inc.,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA
12337,25,100,9,2832,5/26/2004,Motorcycles,102,Auto Canal Petit,"25, rue Lauriston",,Paris,,75016,France,EMEA
12338,34,97.97,7,3330.98,6/30/2004,Motorcycles,102,Gifts4AllAges.com,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA
12339,38,100,13,4304.64,8/2/2004,Motorcycles,102,Online Mini Collectables,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA
12340,26,100,4,2600.26,8/27/2004,Motorcycles,102,Marta's Replicas Co.,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA
12341,38,100,7,4382.16,9/30/2004,Motorcycles,102,"Toys of Finland, Co.",Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
12342,50,84.7,3,4235,10/15/2004,Motorcycles,102,Baane Mini Imports,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA
12343,22,100,8,2626.8,11/3/2004,Motorcycles,102,Microscale Inc.,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA
12344,32,100,4,5026.56,11/17/2004,Motorcycles,102,Motor Mint Distributors Inc.,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA
12345,31,71.02,4,2201.62,11/24/2004,Motorcycles,102,Salzburg Collectables,Geislweg 14,,Salzburg,,5020,Austria,EMEA
12346,40,100,5,4326.8,12/7/2004,Motorcycles,102,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12347,22,100,3,3425.18,1/7/2005,Motorcycles,102,Mini Creations Ltd.,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA
12348,41,100,15,4701.88,2/3/2005,Motorcycles,102,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
12349,45,48.98,12,2204.1,3/4/2005,Motorcycles,102,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12350,45,100,5,5189.4,4/8/2005,Motorcycles,102,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
12351,39,40.15,6,1565.85,2/17/2003,Vintage Cars,43,Rovelli Gifts,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
12352,49,50.62,12,2480.38,4/29/2003,Vintage Cars,43,"Australian Collectors, Co.",636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
12353,27,50.19,7,1355.13,6/27/2003,Vintage Cars,43,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12354,34,36.66,1,1246.44,8/10/2003,Vintage Cars,43,Mini Creations Ltd.,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA
12355,20,41.02,1,820.4,10/8/2003,Vintage Cars,43,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12356,48,51.93,13,2492.64,10/28/2003,Vintage Cars,43,Technics Stores Inc.,9408 Furth Circle,,Burlingame,CA,94217,USA,NA
12357,29,38.4,1,1113.6,12/1/2003,Vintage Cars,43,West Coast Collectables Co.,3675 Furth Circle,,Burbank,CA,94019,USA,NA
12358,43,41.02,11,1763.86,1/12/2004,Vintage Cars,43,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan
12359,41,46.26,13,1896.66,2/20/2004,Vintage Cars,43,"Australian Collectors, Co.",636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
12360,41,35.35,7,1449.35,4/2/2004,Vintage Cars,43,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA
12361,36,51.93,8,1869.48,5/11/2004,Vintage Cars,43,The Sharp Gifts Warehouse,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA
12362,49,37.97,3,1860.53,6/24/2004,Vintage Cars,43,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12363,38,45.39,13,1724.82,7/23/2004,Vintage Cars,43,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
12364,33,51.93,5,1713.69,8/21/2004,Vintage Cars,43,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
12365,26,48.44,1,1259.44,9/15/2004,Vintage Cars,43,"Bavarian Collectables Imports, Co.",Hansastr. 15,,Munich,,80686,Germany,EMEA
12366,47,43.64,11,2051.08,10/15/2004,Vintage Cars,43,Mini Classics,3758 North Pendale Street,,White Plains,NY,24067,USA,NA
12367,34,47.57,3,1617.38,11/1/2004,Vintage Cars,43,giftsbymail.co.uk,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
12368,34,51.93,7,1765.62,11/12/2004,Vintage Cars,43,Rovelli Gifts,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
12369,40,50.62,4,2024.8,11/24/2004,Vintage Cars,43,Enaco Distributors,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA
12370,40,82.21,8,3288.4,12/4/2004,Vintage Cars,43,Gift Ideas Corp.,2440 Pompton St.,,Glendale,CT,97561,USA,NA
12371,33,82.59,3,2725.47,12/17/2004,Vintage Cars,43,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
12372,49,65.8,5,3224.2,2/3/2005,Vintage Cars,43,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
12373,27,100,1,3211.38,3/3/2005,Vintage Cars,43,FunGiftIdeas.com,1785 First Street,,New Bedford,MA,50553,USA,NA
12374,49,36.66,5,1796.34,3/30/2005,Vintage Cars,43,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
12375,56,35.35,7,1979.6,4/3/2005,Vintage Cars,43,Tekni Collectables Inc.,7476 Moss Rd.,,Newark,NJ,94019,USA,NA
12376,37,51.93,8,1921.41,5/10/2005,Vintage Cars,43,L'ordine Souveniers,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
12377,33,100,7,3705.24,1/31/2003,Trucks and Buses,115,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12378,27,100,3,2843.91,4/4/2003,Trucks and Buses,115,Classic Legends Inc.,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA
12379,46,100,9,6176.42,6/3/2003,Trucks and Buses,115,Muscle Machine Inc,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA
12380,44,100,3,5500.44,8/1/2003,Trucks and Buses,115,Suominen Souveniers,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA
12381,26,100,1,3220.1,9/21/2003,Trucks and Buses,115,"Oulu Toy Supplies, Inc.",Torikatu 38,,Oulu,,90110,Finland,EMEA
12382,48,94.92,10,4556.16,10/22/2003,Trucks and Buses,115,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan
12383,23,100,9,3114.89,11/6/2003,Trucks and Buses,115,L'ordine Souveniers,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
12384,45,100,4,4948.2,11/14/2003,Trucks and Buses,115,"Iberia Gift Imports, Corp.","C/ Romero, 33",,Sevilla,,41101,Spain,EMEA
12385,49,100,4,5161.17,11/25/2003,Trucks and Buses,115,Mini Classics,3758 North Pendale Street,,White Plains,NY,24067,USA,NA
12386,28,94.92,5,2657.76,12/9/2003,Trucks and Buses,115,Diecast Collectables,6251 Ingle Ln.,,Boston,MA,51003,USA,NA
12387,37,100,9,3983.05,2/12/2004,Trucks and Buses,115,"Clover Collections, Co.",25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA
12388,34,100,7,3974.94,3/15/2004,Trucks and Buses,115,"Blauer See Auto, Co.",Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA
12389,22,100,3,2928.42,5/5/2004,Trucks and Buses,115,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12390,29,100,2,3054.57,6/15/2004,Trucks and Buses,115,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC
12391,34,98.39,3,3345.26,7/20/2004,Trucks and Buses,115,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12392,38,100,12,4310.72,8/20/2004,Trucks and Buses,115,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12393,41,100,6,4983.14,9/8/2004,Trucks and Buses,115,Land of Toys Inc.,897 Long Airport Avenue,,NYC,NY,10022,USA,NA
12394,42,100,3,4618.32,10/13/2004,Trucks and Buses,115,Marta's Replicas Co.,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA
12395,28,100,12,3403.12,10/22/2004,Trucks and Buses,115,Heintze Collectables,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA
12396,38,100,4,5190.42,11/5/2004,Trucks and Buses,115,Baane Mini Imports,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA
12397,23,100,8,3141.57,11/20/2004,Trucks and Buses,115,"La Corne D'abondance, Co.","265, boulevard Charonne",,Paris,,75012,France,EMEA
12398,31,71.4,8,2213.4,12/2/2004,Trucks and Buses,115,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12399,46,100,2,4896.7,12/15/2004,Trucks and Buses,115,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
12400,48,56.55,10,2714.4,1/23/2005,Trucks and Buses,115,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12401,29,100,13,3087.05,2/22/2005,Trucks and Buses,115,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12402,46,100,4,5692.96,3/17/2005,Trucks and Buses,115,Lyon Souveniers,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA
12403,26,100,3,3460.86,5/3/2005,Trucks and Buses,115,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12404,18,100,2,1895.94,5/31/2005,Trucks and Buses,115,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
12405,32,53.31,2,1705.92,1/31/2003,Trains,58,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12406,21,49.21,11,1033.41,4/16/2003,Trains,58,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan
12407,46,69.12,4,3179.52,6/3/2003,Trains,58,Muscle Machine Inc,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA
12408,42,49.79,14,2091.18,8/8/2003,Trains,58,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12409,31,57.41,13,1779.71,9/28/2003,Trains,58,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12410,38,66.78,5,2537.64,10/22/2003,Trains,58,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan
12411,38,64.44,4,2448.72,11/6/2003,Trains,58,L'ordine Souveniers,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
12412,20,48.62,15,972.4,11/14/2003,Trains,58,Mini Creations Ltd.,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA
12413,46,62.09,7,2856.14,11/26/2003,Trains,58,Super Scale Inc.,567 North Pendale Street,,New Haven,CT,97823,USA,NA
12414,30,65.61,15,1968.3,1/2/2004,Trains,58,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
12415,30,68.54,4,2056.2,2/12/2004,Trains,58,"Clover Collections, Co.",25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA
12416,43,52.14,2,2242.02,3/15/2004,Trains,58,"Blauer See Auto, Co.",Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA
12417,49,63.85,4,3128.65,5/5/2004,Trains,58,Suominen Souveniers,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA
12418,43,56.82,4,2443.26,7/20/2004,Trains,58,Diecast Classics Inc.,7586 Pompton St.,,Allentown,PA,70267,USA,NA
12419,37,66.78,7,2470.86,8/20/2004,Trains,58,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12420,35,55.07,1,1927.45,9/8/2004,Trains,58,Land of Toys Inc.,897 Long Airport Avenue,,NYC,NY,10022,USA,NA
12421,34,60.34,15,2051.56,10/14/2004,Trains,58,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
12422,38,61.51,7,2337.38,10/22/2004,Trains,58,Heintze Collectables,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA
12423,44,100,7,5932.96,11/5/2004,Trains,58,Baane Mini Imports,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA
12424,21,100,6,2296.77,11/21/2004,Trains,58,Classic Legends Inc.,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA
12425,44,100,17,6490.88,12/2/2004,Trains,58,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12426,25,64.93,4,1623.25,12/15/2004,Trains,58,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
12427,24,58.58,9,1405.92,1/26/2005,Trains,58,"Tokyo Collectables, Ltd",2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan
12428,38,60.06,10,2282.28,2/22/2005,Trains,58,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12429,45,100,3,8977.05,3/17/2005,Trains,58,Lyon Souveniers,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA
12430,51,63.85,4,3256.35,5/5/2005,Trains,58,Gift Depot Inc.,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA
12431,34,82.99,14,2821.66,3/3/2003,Motorcycles,81,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan
12432,44,74.85,1,3293.4,5/7/2003,Motorcycles,81,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
12433,44,96,15,4224,7/2/2003,Motorcycles,81,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12434,38,81.36,2,3091.68,8/25/2003,Motorcycles,81,Toys4GrownUps.com,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA
12435,31,71.6,10,2219.6,10/10/2003,Motorcycles,81,Corporate Gift Ideas Co.,7734 Strong St.,,San Francisco,CA,,USA,NA
12436,48,80.55,10,3866.4,11/4/2003,Motorcycles,81,"Anna's Decorations, Ltd",201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC
12437,21,93.56,5,1964.76,11/11/2003,Motorcycles,81,Daedalus Designs Imports,"184, chausse de Tournai",,Lille,,59000,France,EMEA
12438,40,66.72,2,2668.8,11/19/2003,Motorcycles,81,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12439,40,80.55,10,3222,1/15/2004,Motorcycles,81,Auto Canal Petit,"25, rue Lauriston",,Paris,,75016,France,EMEA
12440,50,77.29,3,3864.5,2/21/2004,Motorcycles,81,Daedalus Designs Imports,"184, chausse de Tournai",,Lille,,59000,France,EMEA
12441,20,68.34,3,1366.8,4/5/2004,Motorcycles,81,Vitachrome Inc.,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA
12442,48,72.41,7,3475.68,5/26/2004,Motorcycles,81,Auto Canal Petit,"25, rue Lauriston",,Paris,,75016,France,EMEA
12443,47,89.5,5,4206.5,6/30/2004,Motorcycles,81,Gifts4AllAges.com,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA
12444,21,70.78,11,1486.38,8/2/2004,Motorcycles,81,Online Mini Collectables,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA
12445,39,78.92,2,3077.88,8/27/2004,Motorcycles,81,Marta's Replicas Co.,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA
12446,44,80.55,5,3544.2,9/30/2004,Motorcycles,81,"Toys of Finland, Co.",Keskuskatu 45,,Helsinki,,21240,Finland,EMEA
12447,28,88.68,1,2483.04,10/15/2004,Motorcycles,81,Baane Mini Imports,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA
12448,45,77.29,6,3478.05,11/3/2004,Motorcycles,81,Microscale Inc.,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA
12449,20,100,5,3657.8,11/17/2004,Motorcycles,81,Motor Mint Distributors Inc.,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA
12450,38,100,3,4682.36,11/24/2004,Motorcycles,81,Salzburg Collectables,Geislweg 14,,Salzburg,,5020,Austria,EMEA
12451,26,100,4,3937.7,12/9/2004,Motorcycles,81,Lyon Souveniers,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA
12452,44,100,2,4984.32,1/7/2005,Motorcycles,81,Mini Creations Ltd.,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA
12453,49,100,8,5406.66,2/3/2005,Motorcycles,81,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
12454,22,100,13,3491.18,3/4/2005,Motorcycles,81,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12455,31,68.34,3,2118.54,4/8/2005,Motorcycles,81,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA
12456,41,70.67,5,2897.47,2/11/2003,Ships,66,Danish Wholesale Imports,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA
12457,25,76.67,14,1916.75,4/28/2003,Ships,66,Salzburg Collectables,Geislweg 14,,Salzburg,,5020,Austria,EMEA
12458,31,60,5,1860,6/12/2003,Ships,66,"Stylish Desk Decors, Co.",35 King George,,London,,WX3 6FW,UK,EMEA
12459,41,64,2,2624,8/8/2003,Ships,66,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12460,43,64.67,1,2780.81,9/28/2003,Ships,66,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12461,43,75.34,12,3239.62,10/23/2003,Ships,66,Scandinavian Gift Ideas,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA
12462,24,76,3,1824,11/7/2003,Ships,66,CAF Imports,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA
12463,21,54,3,1134,11/14/2003,Ships,66,Mini Creations Ltd.,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA
12464,23,64.67,9,1487.41,11/26/2003,Ships,66,Enaco Distributors,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA
12465,38,74.67,3,2837.46,1/2/2004,Ships,66,"Saveley & Henriot, Co.","2, rue du Commerce",,Lyon,,69004,France,EMEA
12466,31,62.67,15,1942.77,2/19/2004,Ships,66,Collectable Mini Designs Co.,361 Furth Circle,,San Diego,CA,91217,USA,NA
12467,36,70.67,3,2544.12,3/29/2004,Ships,66,Tekni Collectables Inc.,7476 Moss Rd.,,Newark,NJ,94019,USA,NA
12468,36,71.34,6,2568.24,5/7/2004,Ships,66,Land of Toys Inc.,897 Long Airport Avenue,,NYC,NY,10022,USA,NA
12469,34,62,4,2108,6/17/2004,Ships,66,Quebec Home Shopping Network,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA
12470,21,65.34,7,1372.14,7/21/2004,Ships,66,Petit Auto,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA
12471,45,78.67,9,3540.15,8/20/2004,Ships,66,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA
12472,26,75.34,4,1958.84,9/10/2004,Ships,66,Gifts4AllAges.com,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA
12473,50,54,3,2700,10/14/2004,Ships,66,"AV Stores, Co.",Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA
12474,41,62,2,2542,10/29/2004,Ships,66,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
12475,39,60,1,2340,11/9/2004,Ships,66,"Volvo Model Replicas, Co",Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA
12476,22,100,5,2816.44,11/23/2004,Ships,66,"Tokyo Collectables, Ltd",2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan
12477,46,76.67,11,3526.82,12/2/2004,Ships,66,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12478,44,100,14,4627.92,1/31/2005,Ships,66,"Oulu Toy Supplies, Inc.",Torikatu 38,,Oulu,,90110,Finland,EMEA
12479,25,77.34,1,1933.5,2/28/2005,Ships,66,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12480,39,66.67,1,2600.13,3/23/2005,Ships,66,Mini Gifts Distributors Ltd.,5677 Strong St.,,San Rafael,CA,97562,USA,NA
12481,37,71.34,6,2639.58,5/6/2005,Ships,66,Gifts4AllAges.com,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA
12482,31,100,7,3312.97,2/17/2003,Planes,91,Rovelli Gifts,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
12483,47,82.21,13,3863.87,4/29/2003,Planes,91,"Australian Collectors, Co.",636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
12484,24,77.64,8,1863.36,6/27/2003,Planes,91,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12485,36,100,2,3945.96,8/10/2003,Planes,91,Mini Creations Ltd.,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA
12486,48,100,2,4954.08,10/8/2003,Planes,91,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12487,28,98.65,14,2762.2,10/28/2003,Planes,91,Technics Stores Inc.,9408 Furth Circle,,Burlingame,CA,94217,USA,NA
12488,48,83.12,2,3989.76,12/1/2003,Planes,91,West Coast Collectables Co.,3675 Furth Circle,,Burbank,CA,94019,USA,NA
12489,21,78.55,12,1649.55,1/12/2004,Planes,91,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan
12490,25,100,14,2534.75,2/20/2004,Planes,91,"Australian Collectors, Co.",636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC
12491,25,100,8,2580.25,4/2/2004,Planes,91,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA
12492,31,91.34,9,2831.54,5/11/2004,Planes,91,The Sharp Gifts Warehouse,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA
12493,40,84.03,4,3361.2,6/24/2004,Planes,91,Euro Shopping Channel,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA
12494,32,89.51,14,2864.32,7/23/2004,Planes,91,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
12495,24,83.12,6,1994.88,8/21/2004,Planes,91,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA
12496,42,100,2,4296.6,9/15/2004,Planes,91,"Bavarian Collectables Imports, Co.",Hansastr. 15,,Munich,,80686,Germany,EMEA
12497,21,100,12,2224.95,10/15/2004,Planes,91,Mini Classics,3758 North Pendale Street,,White Plains,NY,24067,USA,NA
12498,34,82.21,4,2795.14,11/1/2004,Planes,91,giftsbymail.co.uk,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA
12499,27,100,8,2762.1,11/12/2004,Planes,91,Rovelli Gifts,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA
12500,30,88.6,5,2658,11/24/2004,Planes,91,Enaco Distributors,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA
12501,39,100,9,5043.87,12/4/2004,Planes,91,Gift Ideas Corp.,2440 Pompton St.,,Glendale,CT,97561,USA,NA
12502,20,60.54,4,1210.8,12/17/2004,Planes,91,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC
12503,37,81.87,6,3029.19,2/3/2005,Planes,91,La Rochelle Gifts,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA
12504,46,100,2,10066.6,3/3/2005,Planes,91,FunGiftIdeas.com,1785 First Street,,New Bedford,MA,50553,USA,NA
12505,47,87.69,6,4121.43,3/30/2005,Planes,91,Reims Collectables,59 rue de l'Abbaye,,Reims,,51100,France,EMEA
12506,11,100,8,1135.31,4/3/2005,Planes,91,Tekni Collectables Inc.,7476 Moss Rd.,,Newark,NJ,94019,USA,NA
12507,23,91.34,9,2100.82,5/10/2005,Planes,91,L'ordine Souveniers,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA
12508,29,70.15,12,2034.35,2/11/2003,Ships,86,Danish Wholesale Imports,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA
